NAME,Gender,COUNTRY,Age,Major teams,Batting style,Bowling style,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20Is_5w,group
Archana Das,1,India,31.0,"['India B Women,', 'India Blue Women,', 'India Women']",Right-hand bat,Right-arm offbreak,11.0,6.0,3.0,35.0,11.66,63.0,55.55,0.0,0.0,23.0,10.0,7.0,8.0,2.66,18.0,44.44,0.0,0.0,11.0,11.0,567.0,358.0,13.0,27.53,3.78,43.6,1.0,0.0,23.0,23.0,430.0,367.0,13.0,28.23,5.12,33.0,0.0,0.0,8
Soniya Dabir,1,India,39.0,"['India Women,', 'Maharashtra Women']",Right-hand bat,Right-arm medium,4.0,3.0,1.0,52.0,26.0,78.0,66.66,0.0,0.0,13.0,9.0,3.0,68.0,11.33,66.0,103.03,0.0,0.0,4.0,3.0,126.0,96.0,4.0,24.0,4.57,31.5,0.0,0.0,13.0,13.0,276.0,232.0,15.0,15.46,5.04,18.4,0.0,0.0,8
Shilpa Gupta,1,India,32.0,"['Delhi Women,', 'India Blue Women']",Right-hand bat,Right-arm offbreak,1.0,1.0,0.0,4.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,26.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Rajeshwari Goyal,1,India,38.0,"['India Women,', 'Madhya Pradesh Women']",Right-hand bat,Right-arm offbreak,5.0,2.0,1.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,199.0,72.0,3.0,24.0,2.17,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bindeshwari Goyal,1,India,40.0,"['Central Zone Women,', 'Madhya Pradesh']",Right-hand bat,Right-arm offbreak,4.0,1.0,1.0,1.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,168.0,81.0,4.0,20.25,2.89,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Jhulan Goswami,1,India,37.0,"['Asia Women XI,', 'Bengal Women,', 'East Zone Women,', 'India Green Women,', 'India Women']",Right-hand bat,Right-arm medium,177.0,103.0,27.0,1061.0,13.96,0.0,0.0,0.0,1.0,68.0,46.0,9.0,405.0,10.94,0.0,0.0,0.0,0.0,177.0,176.0,8574.0,4653.0,218.0,21.34,3.25,39.3,6.0,2.0,68.0,67.0,1351.0,1229.0,56.0,21.94,5.45,24.1,0.0,1.0,15
Rajeshwari Gayakwad,1,India,28.0,"['India Women,', 'Karnataka Women']",Right-hand bat,Slow left-arm orthodox,37.0,11.0,7.0,13.0,3.25,60.0,21.66,0.0,0.0,18.0,3.0,3.0,6.0,0.0,3.0,200.0,0.0,0.0,37.0,37.0,1901.0,1078.0,62.0,17.38,3.4,30.6,4.0,1.0,18.0,18.0,371.0,398.0,20.0,19.9,6.43,18.5,0.0,0.0,9
Dayalan Hemalatha,1,India,25.0,"['India Women,', 'Tamil Nadu Women']",Right-hand bat,Right-arm offbreak,6.0,3.0,0.0,54.0,18.0,69.0,78.26,0.0,0.0,7.0,6.0,1.0,26.0,5.2,29.0,89.65,0.0,0.0,6.0,6.0,102.0,103.0,2.0,51.5,6.05,51.0,0.0,0.0,7.0,4.0,60.0,80.0,5.0,16.0,8.0,12.0,0.0,0.0,8
Veda Krishnamurthy,1,India,27.0,"['India Blue Women,', 'India Women,', 'Karnataka Women']",Right-hand bat,Legbreak,48.0,41.0,9.0,829.0,25.9,1078.0,76.9,0.0,8.0,59.0,50.0,12.0,686.0,18.05,0.0,0.0,0.0,1.0,48.0,6.0,114.0,66.0,3.0,22.0,3.47,38.0,0.0,0.0,59.0,2.0,12.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,41
Mansi Joshi,1,India,26.0,"['Haryana Women,', 'India Women']",Right-hand bat,Right-arm medium-fast,10.0,3.0,1.0,8.0,4.0,12.0,66.66,0.0,0.0,5.0,2.0,2.0,3.0,0.0,3.0,100.0,0.0,0.0,10.0,10.0,440.0,255.0,12.0,21.25,3.47,36.6,0.0,0.0,5.0,5.0,96.0,106.0,3.0,35.33,6.62,32.0,0.0,0.0,6
Arundhati Kirkire,1,India,39.0,"['Central Zone Women,', 'India Women']",Right-hand bat,Right-arm medium,30.0,23.0,7.0,304.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,128.0,72.0,7.0,10.28,3.37,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Harmanpreet Kaur,1,India,30.0,"['India B Women,', 'India Green Women,', 'India Women,', 'Punjab Women (India),', 'Sydney Thunder']",Right-hand bat,Right-arm offbreak,93.0,77.0,12.0,2244.0,34.52,3265.0,68.72,3.0,11.0,96.0,85.0,17.0,1910.0,28.08,0.0,0.0,1.0,6.0,93.0,51.0,1160.0,1032.0,22.0,46.9,5.33,52.7,0.0,0.0,96.0,43.0,554.0,564.0,25.0,22.56,6.1,22.1,1.0,0.0,44
Mamatha Kanojia,1,India,35.0,"['Hyderabad (India) Women,', 'India Red Women,', 'India Women']",Right-hand bat,Right-arm offbreak,7.0,4.0,0.0,61.0,15.25,124.0,49.19,0.0,0.0,4.0,3.0,0.0,10.0,3.33,0.0,0.0,0.0,0.0,7.0,6.0,204.0,181.0,4.0,45.25,5.32,51.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Thirush Kamini,1,India,29.0,"['India Red Women,', 'India Under-21s Women,', 'India Women']",Left-hand bat,Legbreak,39.0,37.0,5.0,825.0,25.78,1470.0,56.12,2.0,3.0,3.0,2.0,0.0,67.0,33.5,69.0,97.1,0.0,1.0,39.0,13.0,384.0,271.0,9.0,30.11,4.23,42.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Ravi Kalpana,1,India,23.0,"['India A Women,', 'India Green Women,', 'India Women']",Right-hand bat,Right-arm offbreak,7.0,3.0,1.0,4.0,2.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Hemlata Kala,1,India,44.0,"['India Women,', 'Railways (India) Women']",Right-hand bat,Right-arm medium,78.0,59.0,10.0,1023.0,20.87,0.0,0.0,0.0,3.0,1.0,1.0,1.0,5.0,0.0,8.0,62.5,0.0,0.0,78.0,17.0,385.0,286.0,8.0,35.75,4.45,48.1,0.0,0.0,1.0,1.0,24.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,40
Mona Meshram,1,India,28.0,"['India Blue Women,', 'India Women']",Right-hand bat,Right-arm medium,26.0,21.0,2.0,352.0,18.52,655.0,53.74,0.0,3.0,11.0,9.0,2.0,125.0,17.85,159.0,78.61,0.0,0.0,26.0,8.0,144.0,119.0,1.0,119.0,4.95,144.0,0.0,0.0,11.0,5.0,72.0,50.0,1.0,50.0,4.16,72.0,0.0,0.0,8
Madhuri Mehta,1,India,28.0,India Women,Right-hand bat,Right-arm medium-fast,2.0,2.0,0.0,25.0,12.5,64.0,39.06,0.0,0.0,3.0,2.0,0.0,23.0,11.5,37.0,62.16,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Renu Margrate,1,India,44.0,"['India Women,', 'Railways (India) Women']",Right-hand bat,Right-arm medium,23.0,15.0,4.0,78.0,7.09,123.0,63.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,799.0,367.0,10.0,36.7,2.75,79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Babita Mandlik,1,India,38.0,"['India Red Women,', 'India Women,', 'Madhya Pradesh Women,', 'Railways (India) Women']",Right-hand bat,Right-arm medium,3.0,3.0,1.0,6.0,3.0,32.0,18.75,0.0,0.0,2.0,1.0,0.0,3.0,3.0,7.0,42.85,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Smriti Mandhana,1,India,23.0,"['Brisbane Heat Women,', 'India Green Women,', 'India Women,', 'Maharashtra Women,', 'Trailblazers,', 'Western Storm']",Left-hand bat,Right-arm offbreak,50.0,50.0,4.0,1951.0,42.41,2336.0,83.51,4.0,16.0,58.0,56.0,4.0,1298.0,24.96,1090.0,119.08,0.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
Reema Malhotra,1,India,39.0,"['Delhi,', 'India Blue Women,', 'India Women,', 'North Zone Women']",Right-hand bat,Legbreak,41.0,33.0,11.0,462.0,21.0,897.0,51.5,0.0,1.0,22.0,14.0,8.0,115.0,19.16,159.0,72.32,0.0,0.0,41.0,30.0,845.0,672.0,22.0,30.54,4.77,38.4,0.0,0.0,22.0,15.0,198.0,210.0,9.0,23.33,6.36,22.0,0.0,0.0,41
Niranjana Nagarajan,1,India,31.0,"['India Red Women,', 'India Under-21s Women,', 'India Women']",Right-hand bat,Right-arm medium,22.0,12.0,4.0,70.0,8.75,109.0,64.22,0.0,0.0,14.0,8.0,2.0,42.0,7.0,38.0,110.52,0.0,0.0,22.0,22.0,965.0,673.0,24.0,28.04,4.18,40.2,0.0,0.0,14.0,14.0,271.0,236.0,9.0,26.22,5.22,30.1,0.0,0.0,8
Sravanthi Naidu,1,India,33.0,India Women,Right-hand bat,Left-arm slow,4.0,2.0,0.0,2.0,1.0,6.0,33.33,0.0,0.0,6.0,2.0,1.0,11.0,11.0,28.0,39.28,0.0,0.0,4.0,3.0,66.0,67.0,1.0,67.0,6.09,66.0,0.0,0.0,6.0,6.0,109.0,75.0,9.0,8.33,4.12,12.1,1.0,0.0,18
Monica Sumra,1,India,39.0,"['Andhra Women,', 'India Women']",Right-hand bat,Legbreak,14.0,12.0,1.0,304.0,27.63,592.0,51.35,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Gouher Sultana,1,India,31.0,"['India Under-21s Women,', 'India Women']",Right-hand bat,Slow left-arm orthodox,50.0,23.0,14.0,96.0,10.66,311.0,30.86,0.0,0.0,37.0,5.0,4.0,6.0,6.0,8.0,75.0,0.0,0.0,50.0,49.0,2308.0,1280.0,66.0,19.39,3.32,34.9,3.0,0.0,37.0,37.0,797.0,762.0,29.0,26.27,5.73,27.4,0.0,0.0,32
Sneha Deepthi,1,India,23.0,"['Andhra Women,', 'India Women']",Right-hand bat,Right-arm offbreak,1.0,1.0,0.0,4.0,4.0,9.0,44.44,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,33.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Sunita Singh,1,India,45.0,"['India Women,', 'Railways (India) Women']",Right-hand bat,Right-arm medium,18.0,7.0,1.0,24.0,4.0,55.0,43.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,790.0,346.0,12.0,28.83,2.62,65.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Seema Pujare,1,India,43.0,"['Air India Women,', 'India Women']",Right-hand bat,Right-arm offbreak,8.0,2.0,0.0,10.0,5.0,22.0,45.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,330.0,222.0,11.0,20.18,4.03,30.0,0.0,0.0,1.0,1.0,12.0,17.0,0.0,0.0,8.5,0.0,0.0,0.0,1
Preeti Bose,1,India,27.0,"['Haryana Women,', 'India A Women']",Right-hand bat,Right-arm offbreak,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,6.0,33.33,0.0,0.0,1.0,1.0,48.0,8.0,2.0,4.0,1.0,24.0,0.0,0.0,5.0,5.0,96.0,79.0,5.0,15.8,4.93,19.2,0.0,0.0,1
Snehal Pradhan,1,India,33.0,"['India Blue Women,', 'India Under-21s Women,', 'India Women']",Right-hand bat,Right-arm medium-fast,6.0,3.0,2.0,13.0,13.0,32.0,40.62,0.0,0.0,4.0,3.0,2.0,2.0,2.0,8.0,25.0,0.0,0.0,6.0,5.0,216.0,137.0,5.0,27.4,3.8,43.2,0.0,0.0,4.0,4.0,67.0,64.0,6.0,10.66,5.73,11.1,0.0,0.0,30
Amrita Shinde,1,India,44.0,"[""India Women 'A',"", 'Maharashtra,', 'West Zone Women']",Right-hand bat,Legbreak,5.0,5.0,1.0,93.0,23.25,168.0,55.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,96.0,65.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Poonam Yadav,1,India,28.0,India Women,Right-hand bat,Legbreak googly,41.0,17.0,8.0,73.0,8.11,183.0,39.89,0.0,0.0,54.0,8.0,5.0,12.0,4.0,15.0,80.0,0.0,0.0,41.0,41.0,2094.0,1329.0,63.0,21.09,3.8,33.2,4.0,0.0,54.0,54.0,1152.0,1093.0,74.0,14.77,5.69,15.5,2.0,0.0,32
Rupanjali Shastri,1,India,44.0,"['India Women,', 'Railways (India) Women']",Right-hand bat,Right-arm offbreak,12.0,9.0,2.0,115.0,16.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,578.0,323.0,17.0,19.0,3.35,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Shubhlakshmi Sharma,1,India,30.0,"['India Blue Women,', 'India Women']",Right-hand bat,Right-arm medium,10.0,5.0,0.0,11.0,2.2,31.0,35.48,0.0,0.0,18.0,8.0,1.0,25.0,3.57,30.0,83.33,0.0,0.0,10.0,10.0,456.0,339.0,7.0,48.42,4.46,65.1,0.0,0.0,18.0,18.0,324.0,297.0,15.0,19.8,5.5,21.6,0.0,0.0,8
Jaya Sharma,1,India,39.0,"['Asia Women XI,', 'India Women,', 'North Zone Women,', 'Railways (India) Women']",Left-hand bat,Right-arm medium,77.0,75.0,7.0,2091.0,30.75,0.0,0.0,2.0,14.0,1.0,1.0,0.0,5.0,5.0,5.0,100.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Deepti Sharma,1,India,22.0,"['India A Women,', 'India Green Women,', 'India Women']",Left-hand bat,Right-arm offbreak,48.0,43.0,10.0,1380.0,41.81,2176.0,63.41,1.0,10.0,30.0,18.0,5.0,197.0,15.15,216.0,91.2,0.0,0.0,48.0,48.0,2375.0,1534.0,56.0,27.39,3.87,42.4,1.0,1.0,30.0,30.0,627.0,642.0,28.0,22.92,6.14,22.3,0.0,0.0,5
Amita Sharma,1,India,37.0,"['India Red Women,', 'India Women']",Right-hand bat,Right-arm medium-fast,116.0,73.0,18.0,926.0,16.83,1350.0,68.59,0.0,1.0,41.0,34.0,8.0,383.0,14.73,0.0,0.0,0.0,1.0,116.0,111.0,4552.0,2830.0,87.0,32.52,3.73,52.3,1.0,0.0,41.0,32.0,565.0,564.0,16.0,35.25,5.98,35.3,0.0,0.0,32
Rasanara Parwin,1,India,27.0,India Women,Right-hand bat,Right-arm offbreak,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0,34.0,0.0,0.0,4.85,0.0,0.0,0.0,2.0,2.0,48.0,38.0,4.0,9.5,4.75,12.0,0.0,0.0,1
Priyanka Roy,1,India,31.0,"['India Green Women,', 'India Under-21s Women,', 'India Women']",Right-hand bat,Legbreak,27.0,22.0,2.0,333.0,16.65,648.0,51.38,0.0,1.0,15.0,10.0,1.0,95.0,10.55,109.0,87.15,0.0,0.0,27.0,22.0,666.0,429.0,19.0,22.57,3.86,35.0,1.0,0.0,15.0,15.0,269.0,262.0,21.0,12.47,5.84,12.8,1.0,1.0,41
Kavita Roy,1,India,39.0,"['East Zone Women,', 'India Women']",Right-hand bat,Right-arm medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,21.0,2.0,10.5,2.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Jemimah Rodrigues,1,India,19.0,"['India Green Women,', 'India Women,', 'Mumbai Women']",Right-hand bat,Right-arm offbreak,10.0,10.0,1.0,186.0,20.66,246.0,75.6,0.0,1.0,25.0,21.0,1.0,608.0,30.4,492.0,123.57,0.0,5.0,10.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,25.0,3.0,18.0,23.0,0.0,0.0,7.66,0.0,0.0,0.0,2
Sukanya Parida,1,India,26.0,Bengal Women,Right-hand bat,Right-arm medium-fast,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,14.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Sunetra Paranjpe,1,India,39.0,"['Bombay Women,', 'India Women']",Right-hand bat,Right-arm medium,28.0,25.0,4.0,322.0,15.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,573.0,416.0,11.0,37.81,4.35,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Shikha Pandey,1,India,30.0,"['Goa Women,', 'India Green Women,', 'India Women']",Right-hand bat,Right-arm medium,46.0,30.0,8.0,467.0,21.22,510.0,91.56,0.0,2.0,35.0,20.0,7.0,172.0,13.23,207.0,83.09,0.0,0.0,46.0,46.0,2046.0,1333.0,65.0,20.5,3.9,31.4,2.0,0.0,35.0,31.0,490.0,523.0,20.0,26.15,6.4,24.5,0.0,0.0,32
Asha Rawat,1,India,37.0,"['India Green Women,', 'India Under-21s Women,', 'India Women']",Right-hand bat,Right-arm offbreak,20.0,9.0,2.0,286.0,40.85,392.0,72.95,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Devika Palshikar,1,India,40.0,"['India Women,', 'Maharashtra Women,', 'West Zone Women']",Right-hand bat,Right-arm medium,15.0,9.0,4.0,66.0,13.2,98.0,67.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,366.0,216.0,12.0,18.0,3.54,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Punam Raut,1,India,30.0,"['India Green Women,', 'India Women,', 'Mumbai Women,', 'West Zone Women']",Right-hand bat,Right-arm offbreak,61.0,61.0,5.0,1785.0,31.87,3138.0,56.88,2.0,11.0,35.0,31.0,5.0,719.0,27.65,780.0,92.17,0.0,4.0,61.0,1.0,30.0,4.0,1.0,4.0,0.8,30.0,0.0,0.0,35.0,2.0,42.0,29.0,3.0,9.66,4.14,14.0,0.0,0.0,44
Swagatika Rath,1,India,25.0,India Green Women,Right-hand bat,Right-arm offbreak,3.0,3.0,1.0,58.0,29.0,76.0,76.31,0.0,0.0,2.0,2.0,0.0,14.0,7.0,20.0,70.0,0.0,0.0,3.0,3.0,120.0,73.0,3.0,24.33,3.65,40.0,0.0,0.0,2.0,1.0,18.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,1
Sneh Rana,1,India,25.0,"['India Green Women,', 'India Women,', ""Indian Board President's Women XI,"", 'Punjab Women (India)']",Right-hand bat,Right-arm offbreak,7.0,3.0,0.0,21.0,7.0,36.0,58.33,0.0,0.0,5.0,5.0,4.0,27.0,27.0,22.0,122.72,0.0,0.0,7.0,7.0,318.0,225.0,7.0,32.14,4.24,45.4,0.0,0.0,5.0,5.0,90.0,118.0,1.0,118.0,7.86,90.0,0.0,0.0,8
Mithali Raj,1,India,37.0,"['Air India Women,', 'Asia Women XI,', 'India Blue Women,', 'India Women']",Right-hand bat,Legbreak,203.0,183.0,52.0,6720.0,51.29,0.0,0.0,7.0,52.0,89.0,84.0,21.0,2364.0,37.52,0.0,0.0,0.0,17.0,203.0,10.0,171.0,91.0,8.0,11.37,3.19,21.3,0.0,0.0,89.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,17
Varsha Raffel,1,India,44.0,"['Central Zone Women,', 'India Women,', 'Uttar Pradesh']",Right-hand bat,Right-arm offbreak,9.0,4.0,0.0,16.0,4.0,39.0,41.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,409.0,228.0,11.0,20.72,3.34,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Neha Tanwar,1,India,33.0,"['Delhi Women,', 'India Red Women,', 'India Women']",Right-hand bat,Right-arm offbreak,5.0,5.0,0.0,47.0,9.4,145.0,32.41,0.0,0.0,2.0,2.0,0.0,19.0,9.5,41.0,46.34,0.0,0.0,5.0,2.0,42.0,37.0,0.0,0.0,5.28,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Pooja Vastrakar,1,India,20.0,"['India Green Women,', 'India Women,', 'Madhya Pradesh Women']",Right-hand bat,Right-arm medium,6.0,5.0,0.0,88.0,17.6,113.0,77.87,0.0,1.0,11.0,6.0,3.0,85.0,28.33,62.0,137.09,0.0,0.0,6.0,5.0,186.0,173.0,0.0,0.0,5.58,0.0,0.0,0.0,11.0,11.0,198.0,222.0,12.0,18.5,6.72,16.5,0.0,0.0,8
Vellaswamy Vanitha,1,India,29.0,"['India Senior Women,', 'India Women']",Right-hand bat,Right-arm medium,6.0,6.0,1.0,85.0,17.0,125.0,68.0,0.0,0.0,16.0,15.0,0.0,216.0,14.4,198.0,109.09,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Devika Vaidya,1,India,22.0,"['India A Women,', 'India Women,', 'Maharashtra Women']",Left-hand bat,Legbreak googly,9.0,7.0,1.0,169.0,28.16,240.0,70.41,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,217.0,135.0,6.0,22.5,3.73,36.1,0.0,0.0,1.0,1.0,18.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,36
Ayesha Zafar,1,Pakistan,25.0,Pakistan Women,Right-hand bat,Legbreak,23.0,23.0,1.0,385.0,17.5,676.0,56.95,0.0,3.0,15.0,15.0,0.0,136.0,9.06,188.0,72.34,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Asmavia Iqbal,1,Pakistan,31.0,Pakistan Women,Right-hand bat,Right-arm medium-fast,92.0,81.0,23.0,922.0,15.89,1765.0,52.23,0.0,0.0,68.0,54.0,12.0,421.0,10.02,459.0,91.72,0.0,0.0,92.0,92.0,3264.0,2534.0,70.0,36.2,4.65,46.6,0.0,0.0,68.0,60.0,1005.0,1001.0,44.0,22.75,5.97,22.8,2.0,0.0,32
Anam Amin,1,Pakistan,27.0,Pakistan Women,Right-hand bat,Slow left-arm orthodox,19.0,13.0,7.0,10.0,1.66,51.0,19.6,0.0,0.0,42.0,5.0,5.0,1.0,0.0,9.0,11.11,0.0,0.0,19.0,19.0,882.0,541.0,29.0,18.65,3.68,30.4,3.0,0.0,42.0,42.0,902.0,774.0,39.0,19.84,5.14,23.1,1.0,0.0,32
Almas Akram,1,Pakistan,31.0,Pakistan Women,Left-hand bat,Left-arm medium-fast,12.0,10.0,1.0,54.0,6.0,197.0,27.41,0.0,0.0,4.0,3.0,0.0,16.0,5.33,25.0,64.0,0.0,0.0,12.0,12.0,318.0,212.0,9.0,23.55,4.0,35.3,0.0,0.0,4.0,4.0,30.0,46.0,1.0,46.0,9.2,30.0,0.0,0.0,34
Aliya Riaz,1,Pakistan,27.0,"['Knights Women,', 'Pakistan Women']",Right-hand bat,Right-arm medium,19.0,18.0,2.0,202.0,12.62,377.0,53.58,0.0,1.0,29.0,24.0,6.0,228.0,12.66,294.0,77.55,0.0,0.0,19.0,15.0,372.0,353.0,5.0,70.6,5.69,74.4,0.0,0.0,29.0,14.0,212.0,239.0,11.0,21.72,6.76,19.2,0.0,0.0,8
Aiman Anwer,1,Pakistan,28.0,"['Pakistan A Women,', 'Pakistan Women']",Right-hand bat,Right-arm medium-fast,6.0,3.0,1.0,12.0,6.0,13.0,92.3,0.0,0.0,16.0,9.0,3.0,25.0,4.16,41.0,60.97,0.0,0.0,6.0,6.0,216.0,124.0,3.0,41.33,3.44,72.0,0.0,0.0,16.0,16.0,324.0,341.0,14.0,24.35,6.31,23.1,0.0,0.0,6
Soni Yadav,1,India,25.0,"['India A Women,', 'Uttar Pradesh Women']",Right-hand bat,Right-arm medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,39.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
